============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 08 2021  03:22:33 am
  Module:                 axis_accelerator_asic
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                Leakage      Dynamic        Total     
               Instance                 Cells  Power(nW)    Power(nW)     Power(nW)   
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
            temp_tdata..]_state_point       0       0.000         0.000         0.000 
